,film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day
983,1553,561,3330000,60,0,2,11.17,55500.0,60,537.1530886302596,2018-10-31,10,4,31
984,1576,172,12600000,126,0,6,9.55,100000.0,126,1319.371727748691,2018-10-22,10,4,22
985,1511,48,5100000,51,0,12,1.64,100000.0,51,3109.756097560976,2018-08-11,8,3,11
986,1485,225,4000000,100,0,8,5.51,40000.0,100,1814.882032667877,2018-04-24,4,2,24
987,1554,262,27400000,278,0,6,14.48,98561.15107913667,278,1919.889502762431,2018-07-11,7,3,11
988,1482,166,4025000,115,0,2,24.21,35000.0,115,475.01032631144164,2018-05-29,5,2,29
989,1562,222,320000,4,0,1,0.71,80000.0,4,563.3802816901408,2018-09-28,9,3,28
990,1483,528,3220000,30,0,4,5.75,107333.33333333331,30,521.7391304347826,2018-05-06,5,2,6
991,1482,168,13300000,133,0,4,16.63,100000.0,133,799.7594708358389,2018-03-29,3,1,29
992,1493,452,8400000,56,0,3,9.57,150000.0,56,585.1619644723093,2018-07-18,7,3,18
993,1485,221,6640000,83,0,1,16.57,80000.0,83,500.9052504526253,2018-05-25,5,2,25
994,1493,182,10240000,128,0,1,22.54,80000.0,128,567.8793256433008,2018-05-12,5,2,12
995,1575,181,420000,7,0,3,1.32,60000.0,7,530.3030303030304,2018-10-01,10,4,1
996,1564,380,860000,17,0,1,10.0,50588.23529411764,17,170.0,2018-09-08,9,3,8
997,1573,180,25400000,635,0,6,57.83,40000.0,635,1098.0459968874288,2018-10-16,10,4,16
998,1554,445,122880000,1024,0,16,63.87,120000.0,1024,1603.2566149992172,2018-07-26,7,3,26
999,1511,141,3600000,24,0,1,27.59,150000.0,24,86.98803914461763,2018-07-20,7,3,20
1000,1486,204,630000,9,0,4,0.73,70000.0,9,1232.8767123287669,2018-04-02,4,2,2
1001,1572,561,1230000,22,0,3,3.21,55909.09090909091,22,685.3582554517134,2018-10-14,10,4,14
1002,1556,194,700000,14,0,2,1.69,50000.0,14,828.4023668639052,2018-08-12,8,3,12
1003,1497,466,180000,3,0,3,0.58,60000.0,3,517.2413793103449,2018-06-13,6,2,13
1004,1481,529,240000,2,0,1,4.26,120000.0,2,46.94835680751174,2018-03-25,3,1,25
1005,1554,89,14550000,97,0,6,3.2,150000.0,97,3031.25,2018-09-26,9,3,26
1006,1499,94,780000,12,0,14,0.17,65000.0,12,7058.823529411764,2018-06-17,6,2,17
1007,1559,556,4080000,34,0,2,9.37,120000.0,34,362.8601921024547,2018-08-26,8,3,26
1008,1556,531,240000,4,0,4,0.71,60000.0,4,563.3802816901408,2018-09-16,9,3,16
1009,1482,473,8920000,226,0,1,85.61,39469.02654867257,226,263.9878518864619,2018-04-25,4,2,25
1010,1481,528,13020000,268,2,4,51.74,48582.08955223881,266,517.974487823734,2018-05-01,5,2,1
1011,1572,432,6360000,390,0,4,31.97,16307.692307692307,390,1219.8936502971535,2018-10-09,10,4,9
1012,1576,561,11190000,373,0,6,23.15,30000.0,373,1611.2311015118792,2018-10-02,10,4,2
1013,1482,221,1120000,28,0,2,2.79,40000.0,28,1003.584229390681,2018-03-20,3,1,20
1014,1556,142,2500000,50,0,3,8.03,50000.0,50,622.6650062266501,2018-10-02,10,4,2
1015,1482,397,3450000,69,0,3,6.89,50000.0,69,1001.4513788098694,2018-04-01,4,2,1
1016,1493,196,3280000,48,0,2,25.95,68333.33333333331,48,184.971098265896,2018-06-21,6,2,21
1017,1493,291,10080000,144,0,3,27.43,70000.0,144,524.9726576740794,2018-07-29,7,3,29
1018,1482,504,4060000,58,0,8,3.62,70000.0,58,1602.2099447513813,2018-04-15,4,2,15
1019,1554,529,1200000,10,0,1,20.0,120000.0,10,50.0,2018-10-13,10,4,13
1020,1499,120,4000000,40,0,7,1.53,100000.0,40,2614.37908496732,2018-06-30,6,2,30
1021,1480,448,106549998,715,0,5,75.26,149020.97622377626,715,950.0398618123836,2018-04-14,4,2,14
1022,1481,94,1330000,19,0,6,0.62,70000.0,19,3064.5161290322585,2018-04-18,4,2,18
1023,1553,359,4560000,152,0,2,36.19,30000.0,152,420.0055263885051,2018-10-23,10,4,23
1024,1483,182,21520000,269,0,1,47.36,80000.0,269,567.9898648648649,2018-04-13,4,2,13
1025,1499,324,280000,7,0,1,3.4,40000.0,7,205.8823529411765,2018-07-31,7,3,31
1026,1553,556,9420000,157,0,4,56.07,60000.0,157,280.0071339397182,2018-10-16,10,4,16
1027,1551,194,1200000,24,0,2,4.56,50000.0,24,526.3157894736843,2018-06-16,6,2,16
1028,1560,426,490000,14,0,1,6.36,35000.0,14,220.125786163522,2018-08-28,8,3,28
1029,1563,254,2590000,37,0,10,1.5,70000.0,37,2466.666666666667,2018-09-27,9,3,27
1030,1499,448,100804996,1264,0,8,60.65,79750.78797468354,1264,2084.089035449299,2018-07-03,7,3,3
1031,1556,72,9480000,158,0,7,5.94,60000.0,158,2659.93265993266,2018-09-12,9,3,12
1032,1554,39,4500000,39,0,6,1.18,115384.61538461539,39,3305.084745762712,2018-09-10,9,3,10
1033,1554,221,6700000,67,0,3,4.46,100000.0,67,1502.2421524663678,2018-08-26,8,3,26
1034,1558,181,1150000,15,0,4,2.44,76666.66666666669,15,614.7540983606558,2018-08-11,8,3,11
1035,1494,455,8080000,101,3,3,26.3,80000.0,98,384.03041825095056,2018-06-29,6,2,29
1036,1497,472,700000,10,0,1,3.47,70000.0,10,288.1844380403458,2018-06-22,6,2,22
1037,1493,172,11080000,277,0,6,31.84,40000.0,277,869.9748743718594,2018-07-24,7,3,24
1038,1559,452,8550000,57,0,2,40.71,150000.0,57,140.0147383935151,2018-09-07,9,3,7
1039,1502,163,1320000,19,0,3,16.52,69473.68421052633,19,115.01210653753029,2018-06-11,6,2,11
1040,1572,292,700000,10,0,6,0.92,70000.0,10,1086.9565217391305,2018-10-14,10,4,14
1041,1502,522,300000,2,0,3,0.68,150000.0,2,294.11764705882354,2018-05-28,5,2,28
1042,1485,52,7650000,153,0,3,11.94,50000.0,153,1281.4070351758796,2018-05-08,5,2,8
1043,1556,344,18600000,136,0,5,10.21,136764.70588235295,136,1332.0274240940255,2018-08-27,8,3,27
1044,1482,499,19000000,190,0,3,31.99,100000.0,190,593.9356048765239,2018-04-11,4,2,11
1045,1554,168,2640000,33,0,6,2.75,80000.0,33,1200.0,2018-08-06,8,3,6
1046,1494,43,240000,3,0,3,0.38,80000.0,3,789.4736842105262,2018-06-09,6,2,9
1047,1560,163,10080000,84,0,6,8.24,120000.0,84,1019.4174757281552,2018-07-28,7,3,28
1048,1511,529,6480000,108,0,4,54.0,60000.0,108,200.0,2018-07-10,7,3,10
1049,1589,222,400000,5,0,1,0.89,80000.0,5,561.7977528089888,2018-11-01,11,4,1
1050,1558,466,720000,12,0,2,3.51,60000.0,12,341.88034188034186,2018-08-05,8,3,5
1051,1499,98,10920000,91,0,7,2.95,120000.0,91,3084.745762711864,2018-08-24,8,3,24
1052,1554,338,7300000,86,0,1,40.38,84883.72093023256,86,212.97672114908366,2018-10-10,10,4,10
1053,1569,448,20400000,136,0,7,10.23,150000.0,136,1329.4232649071355,2018-10-07,10,4,7
1054,1481,465,2640000,132,0,1,40.0,20000.0,132,330.0,2018-04-26,4,2,26
1055,1497,430,4600000,92,0,2,44.66,50000.0,92,206.00089565606808,2018-07-03,7,3,3
1056,1499,457,200000,4,0,3,0.43,50000.0,4,930.2325581395351,2018-08-02,8,3,2
1057,1559,396,17150000,343,0,4,58.33,50000.0,343,588.0336019201097,2018-07-31,7,3,31
1058,1493,306,14340000,239,0,2,28.25,60000.0,239,846.0176991150443,2018-06-29,6,2,29
1059,1497,251,300000,5,0,2,3.33,60000.0,5,150.15015015015015,2018-06-27,6,2,27
1060,1493,34,63480000,529,0,7,16.79,120000.0,529,3150.68493150685,2018-06-29,6,2,29
1061,1576,162,360000,6,0,2,2.61,60000.0,6,229.88505747126442,2018-10-01,10,4,1
1062,1485,522,10050000,67,0,1,78.82,150000.0,67,85.00380614057347,2018-05-10,5,2,10
1063,1471,489,2090000,20,0,3,26.67,104500.0,20,74.99062617172852,2018-05-23,5,2,23
1064,1558,476,200000,4,0,1,0.74,50000.0,4,540.5405405405405,2018-09-25,9,3,25
1065,1481,142,4450000,51,3,6,24.29,87254.90196078432,48,209.96294771510915,2018-06-20,6,2,20
1066,1554,546,12750000,85,0,1,98.84,150000.0,85,85.99757183326588,2018-09-27,9,3,27
1067,1556,496,1230000,41,0,3,19.07,30000.0,41,214.99737808075508,2018-08-29,8,3,29
1068,1500,165,720000,9,0,2,3.46,80000.0,9,260.1156069364162,2018-09-13,9,3,13
1069,1572,452,12150000,81,0,2,57.86,150000.0,81,139.9930867611476,2018-10-25,10,4,25
1070,1483,73,4060000,58,0,1,28.02,70000.0,58,206.99500356887933,2018-06-12,6,2,12
1071,1480,88,2300000,24,0,5,3.47,95833.33333333331,24,691.64265129683,2018-03-27,3,1,27
1072,1494,359,60000,2,0,1,0.95,30000.0,2,210.5263157894737,2018-06-11,6,2,11
1073,1484,72,52680000,446,0,4,32.89,118116.59192825113,446,1356.0352690787477,2018-04-06,4,2,6
1074,1493,526,840000,7,0,2,1.27,120000.0,7,551.1811023622047,2018-07-12,7,3,12
1075,1511,34,17160000,286,0,3,41.45,60000.0,286,689.9879372738237,2018-07-03,7,3,3
1076,1493,310,10430000,149,0,3,11.04,70000.0,149,1349.6376811594205,2018-07-19,7,3,19
1077,1483,184,8480000,106,1,6,6.79,80000.0,105,1561.119293078056,2018-04-18,4,2,18
1078,1551,463,1020000,34,0,1,10.97,30000.0,34,309.93618960802183,2018-07-17,7,3,17
1079,1480,271,1800000,30,0,4,2.34,60000.0,30,1282.0512820512822,2018-03-20,3,1,20
1080,1484,196,12480000,168,0,4,14.0,74285.71428571429,168,1200.0,2018-04-09,4,2,9
1081,1486,291,660000,11,0,4,1.38,60000.0,11,797.1014492753624,2018-06-02,6,2,2
1082,1499,163,32520000,271,0,7,41.56,120000.0,271,652.0692974013474,2018-06-29,6,2,29
1083,1551,314,2100000,30,0,4,3.11,70000.0,30,964.6302250803858,2018-06-21,6,2,21
1084,1481,214,550000,22,0,4,3.82,25000.0,22,575.9162303664922,2018-06-03,6,2,3
1085,1550,539,160000,2,0,1,1.29,80000.0,2,155.03875968992247,2018-07-19,7,3,19
1086,1493,166,7980000,125,0,2,26.32,63840.0,125,474.92401215805467,2018-06-27,6,2,27
1087,1554,457,3125000,125,0,3,13.44,25000.0,125,930.059523809524,2018-08-28,8,3,28
1088,1485,499,2500000,25,0,3,3.67,100000.0,25,681.1989100817439,2018-03-23,3,1,23
1089,1554,514,10400000,208,0,4,44.73,50000.0,208,465.0122959982116,2018-09-11,9,3,11
1090,1493,352,11670000,88,0,6,5.01,132613.63636363635,88,1756.487025948104,2018-06-18,6,2,18
1091,1493,507,240000,4,0,1,2.2,60000.0,4,181.8181818181818,2018-07-01,7,3,1
1092,1481,144,1840000,23,0,6,7.52,80000.0,23,305.85106382978717,2018-04-07,4,2,7
1093,1495,450,13840000,175,0,5,29.66,79085.71428571429,175,590.0202292650033,2018-06-12,6,2,12
1094,1484,489,37280000,466,0,13,63.34,80000.0,466,735.7120303125987,2018-05-01,5,2,1
1095,1551,474,17720000,185,1,3,29.23,95783.7837837838,184,632.9113924050632,2018-06-17,6,2,17
1096,1483,496,2880000,60,0,2,27.91,48000.0,60,214.9767108563239,2018-04-08,4,2,8
1097,1485,57,20000000,200,0,4,24.04,100000.0,200,831.9467554076538,2018-03-27,3,1,27
1098,1498,34,2520000,21,0,3,3.04,120000.0,21,690.7894736842105,2018-09-01,9,3,1
1099,1492,352,18000000,225,0,6,36.06,80000.0,225,623.9600665557405,2018-05-19,5,2,19
1100,1558,477,150000,3,0,1,1.52,50000.0,3,197.36842105263162,2018-10-08,10,4,8
1101,1482,514,2080000,26,2,2,11.18,80000.0,24,232.55813953488374,2018-04-11,4,2,11
1102,1481,518,4720000,76,0,2,38.58,62105.26315789473,76,196.99326075686886,2018-06-18,6,2,18
1103,1569,98,5160000,43,0,6,3.87,120000.0,43,1111.111111111111,2018-10-03,10,4,3
1104,1576,499,1200000,12,0,1,5.29,100000.0,12,226.8431001890359,2018-10-27,10,4,27
1105,1571,344,4720000,61,0,3,7.63,77377.04918032787,61,799.475753604194,2018-10-23,10,4,23
1106,1485,144,3200000,80,0,1,22.73,40000.0,80,351.95776506819186,2018-05-22,5,2,22
1107,1493,201,3640000,52,0,4,9.15,70000.0,52,568.3060109289618,2018-07-11,7,3,11
1108,1493,34,39960000,333,0,6,24.13,120000.0,333,1380.0248653128886,2018-07-13,7,3,13
1109,1499,210,2500000,25,0,1,21.01,100000.0,25,118.99095668729177,2018-08-29,8,3,29
1110,1484,499,2700000,27,0,2,5.95,100000.0,27,453.78151260504205,2018-05-05,5,2,5
1111,1482,201,13790000,197,0,4,26.51,70000.0,197,743.1158053564693,2018-04-20,4,2,20
1112,1485,89,4800000,32,0,1,25.81,150000.0,32,123.98295234405269,2018-05-27,5,2,27
1113,1554,291,9300000,135,0,7,9.64,68888.88888888889,135,1400.414937759336,2018-09-08,9,3,8
1114,1552,331,560000,8,0,1,1.82,70000.0,8,439.56043956043953,2018-07-20,7,3,20
1115,1568,204,840000,12,0,6,0.65,70000.0,12,1846.1538461538462,2018-10-19,10,4,19
1116,1557,88,3720000,31,0,4,12.11,120000.0,31,255.9867877786953,2018-07-26,7,3,26
1117,1578,453,2740000,52,0,4,52.0,52692.307692307695,52,100.0,2018-10-18,10,4,18
1118,1494,513,7960000,84,0,2,17.0,94761.90476190476,84,494.1176470588235,2018-07-01,7,3,1
1119,1497,531,420000,7,0,1,8.54,60000.0,7,81.96721311475413,2018-07-13,7,3,13
1120,1498,262,600000,6,0,3,0.63,100000.0,6,952.3809523809523,2018-07-01,7,3,1
1121,1499,286,490000,7,0,3,0.93,70000.0,7,752.6881720430107,2018-07-14,7,3,14
1122,1554,195,86700000,867,0,10,25.5,100000.0,867,3400.0,2018-08-30,8,3,30
1123,1511,529,5280000,54,0,4,27.0,97777.77777777777,54,200.0,2018-07-25,7,3,25
1124,1558,417,1560000,17,0,5,0.88,91764.70588235294,17,1931.8181818181815,2018-09-08,9,3,8
1125,1493,183,4300000,43,0,1,9.56,100000.0,43,449.7907949790795,2018-07-29,7,3,29
1126,1554,496,12330000,415,0,6,52.71,29710.843373493968,415,787.3268829444127,2018-08-14,8,3,14
1127,1576,89,18600000,124,0,7,11.07,150000.0,124,1120.144534778681,2018-09-30,9,3,30
1128,1481,430,1000000,20,0,1,26.32,50000.0,20,75.98784194528875,2018-06-20,6,2,20
1129,1482,431,9240000,154,0,8,24.22,60000.0,154,635.8381502890172,2018-04-24,4,2,24
1130,1493,304,12000000,80,0,3,15.69,150000.0,80,509.8789037603569,2018-06-25,6,2,25
1131,1559,415,2000000,50,0,1,14.88,40000.0,50,336.02150537634407,2018-07-31,7,3,31
1132,1494,452,20880000,261,0,2,98.49,80000.0,261,265.00152299725863,2018-05-22,5,2,22
1133,1556,51,5400000,90,0,2,7.75,60000.0,90,1161.2903225806454,2018-10-02,10,4,2
1134,1493,89,13120000,164,0,2,66.13,80000.0,164,247.9963707848178,2018-07-31,7,3,31
1135,1492,489,5680000,71,3,5,29.83,80000.0,68,238.0154207173986,2018-06-09,6,2,9
1136,1572,88,4620000,39,0,7,3.55,118461.53846153848,39,1098.5915492957747,2018-09-28,9,3,28
1137,1494,34,7400000,117,0,3,16.96,63247.86324786325,117,689.8584905660377,2018-05-26,5,2,26
1138,1493,165,2480000,31,0,1,51.67,80000.0,31,59.996129281981794,2018-07-07,7,3,7
1139,1493,299,900000,24,0,1,5.14,37500.0,24,466.9260700389106,2018-06-01,6,2,1
1140,1497,324,1400000,20,0,3,3.24,70000.0,20,617.2839506172841,2018-05-10,5,2,10
1141,1562,397,200000,4,0,3,0.4,50000.0,4,1000.0,2018-09-06,9,3,6
1142,1482,397,300000,6,0,3,0.6,50000.0,6,1000.0,2018-04-02,4,2,2
1143,1481,397,700000,14,0,3,1.4,50000.0,14,1000.0,2018-06-07,6,2,7
1144,1575,380,1800000,18,0,1,25.71,100000.0,18,70.01166861143524,2018-10-27,10,4,27
1145,1494,52,20400000,408,0,4,23.89,50000.0,408,1707.827542904981,2018-05-08,5,2,8
1146,1493,292,3360000,56,0,2,15.38,60000.0,56,364.10923276983095,2018-05-11,5,2,11
1147,1485,488,960000,26,0,2,4.89,36923.07692307692,26,531.6973415132925,2018-05-21,5,2,21
1148,1484,248,4760000,68,0,3,3.29,70000.0,68,2066.8693009118538,2018-05-20,5,2,20
1149,1486,172,3400000,34,0,3,12.59,100000.0,34,270.05559968228755,2018-03-23,3,1,23
1150,1571,489,4070000,29,0,3,38.67,140344.8275862069,29,74.99353504008275,2018-10-10,10,4,10
1151,1569,304,10050000,67,0,4,11.39,150000.0,67,588.2352941176471,2018-09-29,9,3,29
1152,1556,184,3920000,58,0,7,4.06,67586.20689655172,58,1428.571428571429,2018-08-26,8,3,26
1153,1573,163,20700000,194,0,6,10.9,106701.03092783503,194,1779.8165137614678,2018-10-28,10,4,28
1154,1576,312,17960000,449,0,6,76.75,40000.0,449,585.0162866449513,2018-10-16,10,4,16
1155,1495,315,390000,13,0,1,8.67,30000.0,13,149.94232987312571,2018-05-22,5,2,22
1156,1554,222,11160000,143,0,6,28.37,78041.95804195805,143,504.0535777229468,2018-07-15,7,3,15
1157,1496,163,1680000,24,0,3,19.2,70000.0,24,125.0,2018-06-23,6,2,23
1158,1558,168,2560000,32,0,3,7.9,80000.0,32,405.0632911392405,2018-08-03,8,3,3
1159,1573,304,223800000,1505,18,12,59.6,148704.31893687707,1487,2525.1677852348994,2018-10-10,10,4,10
1160,1572,338,5050000,101,0,2,23.71,50000.0,101,425.9805989034163,2018-10-16,10,4,16
1161,1554,195,45280000,566,0,12,13.87,80000.0,566,4080.749819754866,2018-07-15,7,3,15
1162,1573,50,4560000,38,0,6,3.56,120000.0,38,1067.4157303370785,2018-11-02,11,4,2
1163,1573,454,1680000,42,0,2,7.0,40000.0,42,600.0,2018-10-26,10,4,26
1164,1558,456,640000,8,0,2,4.1,80000.0,8,195.12195121951225,2018-09-06,9,3,6
1165,1499,539,280000,7,0,2,2.26,40000.0,7,309.73451327433634,2018-08-11,8,3,11
1166,1483,533,120000,2,0,1,1.82,60000.0,2,109.89010989010988,2018-05-20,5,2,20
1167,1499,120,9200000,92,0,2,12.3,100000.0,92,747.9674796747968,2018-06-22,6,2,22
1168,1483,475,1190000,17,0,2,5.86,70000.0,17,290.10238907849833,2018-04-29,4,2,29
1169,1554,144,5280000,66,0,8,2.14,80000.0,66,3084.1121495327097,2018-07-23,7,3,23
1170,1552,56,1600000,21,0,3,8.97,76190.47619047617,21,234.11371237458192,2018-07-21,7,3,21
1171,1559,429,2040000,17,0,1,15.6,120000.0,17,108.97435897435899,2018-07-29,7,3,29
1172,1576,33,4860000,81,0,3,7.5,60000.0,81,1080.0,2018-10-13,10,4,13
1173,1553,180,3120000,39,0,2,10.66,80000.0,39,365.8536585365854,2018-10-22,10,4,22
1174,1481,194,4300000,86,0,1,32.7,50000.0,86,262.99694189602445,2018-06-22,6,2,22
1175,1558,448,44100000,300,0,6,22.32,147000.0,300,1344.0860215053765,2018-09-10,9,3,10
1176,1497,522,1800000,12,0,3,4.21,150000.0,12,285.03562945368174,2018-05-14,5,2,14
1177,1484,237,4200000,70,0,2,10.29,60000.0,70,680.2721088435375,2018-04-13,4,2,13
1178,1511,414,2960000,37,0,2,12.85,80000.0,37,287.9377431906615,2018-07-06,7,3,6
1179,1481,472,1435000,41,0,1,14.24,35000.0,41,287.9213483146067,2018-05-19,5,2,19
1180,1560,546,14400000,96,0,4,27.91,150000.0,96,343.96273737011825,2018-07-26,7,3,26
1181,1494,315,240000,4,0,1,2.67,60000.0,4,149.81273408239701,2018-06-17,6,2,17
1182,1556,534,700000,10,0,3,4.41,70000.0,10,226.75736961451247,2018-09-17,9,3,17
1183,1554,55,10880000,435,0,5,32.22,25011.494252873563,435,1350.0931098696462,2018-08-11,8,3,11
1184,1481,291,2460000,82,0,3,15.05,30000.0,82,544.8504983388705,2018-04-03,4,2,3
1185,1499,506,320000,4,0,1,1.0,80000.0,4,400.0,2018-06-29,6,2,29
1186,1554,291,25130000,374,0,7,26.71,67192.51336898397,374,1400.2246349681768,2018-08-09,8,3,9
1187,1497,201,700000,10,0,2,1.58,70000.0,10,632.9113924050632,2018-06-11,6,2,11
1188,1551,163,3360000,28,0,2,32.94,120000.0,28,85.00303582270794,2018-07-12,7,3,12
1189,1484,524,54450000,367,1,7,49.06,148365.12261580382,366,748.0635955972277,2018-04-27,4,2,27
1190,1494,417,4200000,42,0,3,5.79,100000.0,42,725.3886010362694,2018-06-17,6,2,17
1191,1482,163,59910000,533,0,8,40.17,112401.5009380863,533,1326.8608414239482,2018-04-26,4,2,26
1192,1554,524,388350000,2600,10,21,69.28,149365.38461538462,2590,3752.8868360277143,2018-07-27,7,3,27
1193,1483,32,99400000,994,0,16,13.22,100000.0,994,7518.91074130106,2018-04-13,4,2,13
1194,1495,344,29250000,199,0,6,12.51,146984.92462311554,199,1590.7274180655475,2018-05-12,5,2,12
1195,1563,452,1650000,11,0,2,7.86,150000.0,11,139.94910941475825,2018-09-14,9,3,14
1196,1499,461,1100000,22,0,2,13.75,50000.0,22,160.0,2018-07-13,7,3,13
1197,1493,204,10220000,146,0,14,3.39,70000.0,146,4306.784660766963,2018-07-05,7,3,5
1198,1554,34,86280000,901,0,9,24.96,95760.26637069922,901,3609.7756410256407,2018-08-08,8,3,8
1199,1499,474,4560000,47,0,2,58.75,97021.27659574467,47,80.0,2018-08-09,8,3,9
1200,1554,250,79680000,1992,0,8,52.7,40000.0,1992,3779.88614800759,2018-07-24,7,3,24
1201,1484,201,2160000,36,0,3,3.79,60000.0,36,949.8680738786279,2018-03-18,3,1,18
1202,1556,159,1540000,22,0,4,1.76,70000.0,22,1250.0,2018-08-10,8,3,10
1203,1483,499,15760000,160,0,2,40.4,98500.0,160,396.03960396039605,2018-04-01,4,2,1
1204,1552,170,420000,6,0,10,0.12,70000.0,6,5000.0,2018-07-15,7,3,15
1205,1481,509,1280000,32,0,1,12.45,40000.0,32,257.0281124497992,2018-04-14,4,2,14
1206,1553,431,10890000,94,0,10,10.2,115851.06382978725,94,921.5686274509803,2018-10-31,10,4,31
1207,1482,195,3200000,40,0,1,100.0,80000.0,40,40.0,2018-05-10,5,2,10
1208,1556,243,1200000,20,0,6,1.78,60000.0,20,1123.5955056179773,2018-08-13,8,3,13
1209,1482,83,350000,7,0,4,1.22,50000.0,7,573.7704918032788,2018-06-07,6,2,7
1210,1471,518,1140000,19,0,1,34.55,60000.0,19,54.99276410998554,2018-06-25,6,2,25
1211,1493,210,12080000,165,0,3,13.38,73212.12121212122,165,1233.1838565022422,2018-05-27,5,2,27
1212,1484,499,1400000,14,0,1,7.07,100000.0,14,198.01980198019803,2018-04-30,4,2,30
1213,1482,181,17880000,301,0,3,37.77,59401.993355481725,301,796.9287794545935,2018-05-08,5,2,8
1214,1482,503,5920000,132,0,3,72.53,44848.484848484855,132,181.99365779677373,2018-04-16,4,2,16
1215,1554,470,250000,5,0,4,1.04,50000.0,5,480.76923076923083,2018-09-27,9,3,27
1216,1486,196,1200000,15,0,2,8.11,80000.0,15,184.956843403206,2018-05-01,5,2,1
1217,1571,210,1900000,19,0,3,26.39,100000.0,19,71.99696854869268,2018-10-03,10,4,3
1218,1554,474,4000000,40,0,1,100.0,100000.0,40,40.0,2018-10-26,10,4,26
1219,1511,503,1240000,16,0,2,16.16,77500.0,16,99.009900990099,2018-07-25,7,3,25
1220,1558,556,120000,2,0,1,2.38,60000.0,2,84.03361344537817,2018-10-02,10,4,2
1221,1482,529,6360000,53,0,3,39.26,120000.0,53,134.99745287824757,2018-04-09,4,2,9
1222,1566,164,280000,4,0,4,2.27,70000.0,4,176.21145374449338,2018-10-05,10,4,5
1223,1493,316,21060000,351,0,8,58.5,60000.0,351,600.0,2018-06-29,6,2,29
1224,1486,273,870000,21,0,1,5.68,41428.57142857143,21,369.7183098591549,2018-05-03,5,2,3
1225,1572,34,12300000,205,0,3,62.12,60000.0,205,330.00643915003224,2018-10-16,10,4,16
1226,1484,480,2820000,96,0,1,87.27,29375.0,96,110.00343760742523,2018-05-22,5,2,22
1227,1558,187,6000000,75,0,3,16.78,80000.0,75,446.96066746126337,2018-08-19,8,3,19
1228,1511,526,500000,5,0,2,0.91,100000.0,5,549.4505494505495,2018-07-22,7,3,22
1229,1559,456,1600000,20,0,2,10.26,80000.0,20,194.9317738791423,2018-08-18,8,3,18
1230,1484,458,150000,5,0,6,0.26,30000.0,5,1923.0769230769229,2018-06-02,6,2,2
1231,1486,450,42600000,286,0,3,82.18,148951.04895104896,286,348.01654903869553,2018-03-23,3,1,23
1232,1553,184,720000,9,0,2,2.31,80000.0,9,389.61038961038963,2018-10-27,10,4,27
1233,1499,453,2800000,70,0,3,93.33,40000.0,70,75.00267866709525,2018-08-14,8,3,14
1234,1556,72,17880000,151,0,7,8.08,118410.59602649006,151,1868.8118811881188,2018-08-30,8,3,30
1235,1499,492,1320000,22,0,1,10.58,60000.0,22,207.93950850661625,2018-08-02,8,3,2
1236,1481,524,6000000,40,0,7,5.27,150000.0,40,759.0132827324478,2018-04-21,4,2,21
1237,1484,94,2220000,37,0,8,0.91,60000.0,37,4065.9340659340655,2018-03-18,3,1,18
1238,1481,82,640000,16,0,8,1.26,40000.0,16,1269.8412698412699,2018-05-20,5,2,20
1239,1558,506,360000,9,0,1,2.25,40000.0,9,400.0,2018-08-08,8,3,8
1240,1554,390,28700000,287,0,4,38.16,100000.0,287,752.0964360587003,2018-08-20,8,3,20
1241,1497,98,7150000,72,0,4,4.09,99305.55555555556,72,1760.3911980440098,2018-05-05,5,2,5
1242,1554,166,30960000,774,0,4,81.47,40000.0,774,950.0429605989934,2018-09-04,9,3,4
1243,1573,156,10120000,253,0,8,7.28,40000.0,253,3475.274725274725,2018-10-23,10,4,23
1244,1573,247,1640000,37,0,1,21.02,44324.324324324334,37,176.02283539486203,2018-10-15,10,4,15
1245,1572,245,3220000,46,0,6,18.25,70000.0,46,252.05479452054797,2018-10-07,10,4,7
1246,1495,32,11200000,184,0,14,2.8,60869.5652173913,184,6571.428571428573,2018-06-11,6,2,11
1247,1576,35,35300000,353,0,6,35.23,100000.0,353,1001.9869429463527,2018-10-05,10,4,5
1248,1556,184,560000,7,0,1,3.59,80000.0,7,194.98607242339835,2018-09-26,9,3,26
1249,1483,472,3850000,55,0,2,9.55,70000.0,55,575.9162303664922,2018-05-02,5,2,2
1250,1481,185,48800000,815,0,4,54.77,59877.300613496926,815,1488.0408983019904,2018-04-25,4,2,25
1251,1575,183,5600000,56,0,6,2.07,100000.0,56,2705.314009661836,2018-09-29,9,3,29
1252,1494,488,640000,20,0,1,7.52,32000.0,20,265.9574468085106,2018-07-25,7,3,25
1253,1484,454,9500000,190,0,2,31.67,50000.0,190,599.9368487527629,2018-04-19,4,2,19
1254,1578,56,28800000,290,0,5,34.52,99310.34482758619,290,840.0926998841251,2018-10-19,10,4,19
1255,1493,338,1680000,21,0,2,4.93,80000.0,21,425.9634888438134,2018-04-21,4,2,21
1256,1558,52,20100000,335,0,7,11.21,60000.0,335,2988.403211418376,2018-09-04,9,3,4
1257,1492,529,780000,10,0,2,10.64,78000.0,10,93.98496240601506,2018-05-31,5,2,31
1258,1578,553,1650000,55,0,1,55.0,30000.0,55,100.0,2018-10-16,10,4,16
1259,1558,271,3060000,51,0,6,2.66,60000.0,51,1917.2932330827066,2018-08-20,8,3,20
